0,10
0.01,9.9433
0.02,9.8876
0.03,9.8327
0.04,9.7786
0.05,9.7255
0.06,9.6732
0.07,9.6218
0.08,9.5712
0.09,9.5215
0.1,9.4726
0.11,9.4246
0.12,9.3773
0.13,9.331
0.14,9.2854
0.15,9.2406
0.16,9.1967
0.17,9.1536
0.18,9.1112
0.19,9.0697
0.2,9.0289
0.21,8.9889
0.22,8.9497
0.23,8.9113
0.24,8.8736
0.25,8.8367
0.26,8.8005
0.27,8.7651
0.28,8.7305
0.29,8.6965
0.3,8.6633
0.31,8.6309
0.32,8.5991
0.33,8.568
0.34,8.5376
0.35,8.5079
0.36,8.4789
0.37,8.4506
0.38,8.4229
0.39,8.396
0.4,8.3697
0.41,8.344
0.42,8.319
0.43,8.2947
0.44,8.271
0.45,8.248
0.46,8.2257
0.47,8.2039
0.48,8.1828
0.49,8.1624
0.5,8.1425
0.51,8.1233
0.52,8.1047
0.53,8.0867
0.54,8.0694
0.55,8.0526
0.56,8.0364
0.57,8.0208
0.58,8.0058
0.59,7.9914
0.6,7.9775
0.61,7.9642
0.62,7.9515
0.63,7.9393
0.64,7.9277
0.65,7.9166
0.66,7.9061
0.67,7.8961
0.68,7.8866
0.69,7.8777
0.7,7.8692
0.71,7.8613
0.72,7.8538
0.73,7.8469
0.74,7.8404
0.75,7.8344
0.76,7.8289
0.77,7.8238
0.78,7.8192
0.79,7.815
0.8,7.8113
0.81,7.8081
0.82,7.8052
0.83,7.8029
0.84,7.801
0.85,7.7995
0.86,7.7984
0.87,7.7978
0.88,7.7977
0.89,7.798
0.9,7.7987
0.91,7.7998
0.92,7.8014
0.93,7.8033
0.94,7.8058
0.95,7.8086
0.96,7.8118
0.97,7.8155
0.98,7.8196
0.99,7.8241
1,7.829
1.01,7.8343
1.02,7.84
1.03,7.8461
1.04,7.8526
1.05,7.8594
1.06,7.8667
1.07,7.8744
1.08,7.8824
1.09,7.8909
1.1,7.8996
1.11,7.9088
1.12,7.9184
1.13,7.9283
1.14,7.9385
1.15,7.9491
1.16,7.9601
1.17,7.9714
1.18,7.9831
1.19,7.9951
1.2,8.0075
1.21,8.0202
1.22,8.0332
1.23,8.0465
1.24,8.0602
1.25,8.0742
1.26,8.0885
1.27,8.1032
1.28,8.1183
1.29,8.1336
1.3,8.1493
1.31,8.1654
1.32,8.1818
1.33,8.1986
1.34,8.2157
1.35,8.2332
1.36,8.2511
1.37,8.2693
1.38,8.2878
1.39,8.3068
1.4,8.3261
1.41,8.3457
1.42,8.3657
1.43,8.3861
1.44,8.4069
1.45,8.4281
1.46,8.4496
1.47,8.4714
1.48,8.4937
1.49,8.5163
1.5,8.5394
1.51,8.5627
1.52,8.5865
1.53,8.6107
1.54,8.6352
1.55,8.6601
1.56,8.6854
1.57,8.7111
1.58,8.7371
1.59,8.7636
1.6,8.7904
1.61,8.8176
1.62,8.8452
1.63,8.8732
1.64,8.9015
1.65,8.9303
1.66,8.9594
1.67,8.9889
1.68,9.0189
1.69,9.0491
1.7,9.0798
1.71,9.1109
1.72,9.1423
1.73,9.1742
1.74,9.2065
1.75,9.2392
1.76,9.2723
1.77,9.3059
1.78,9.3399
1.79,9.3744
1.8,9.4093
1.81,9.4447
1.82,9.4806
1.83,9.5169
1.84,9.5538
1.85,9.5911
1.86,9.6289
1.87,9.6673
1.88,9.7061
1.89,9.7455
1.9,9.7854
1.91,9.8258
1.92,9.8668
1.93,9.9083
1.94,9.9504
1.95,9.993
1.96,10.036
1.97,10.08
1.98,10.124
1.99,10.169
2,10.215
2.01,10.261
2.02,10.308
2.03,10.355
2.04,10.403
2.05,10.451
2.06,10.501
2.07,10.55
2.08,10.601
2.09,10.652
2.1,10.704
2.11,10.756
2.12,10.809
2.13,10.863
2.14,10.917
2.15,10.972
2.16,11.028
2.17,11.084
2.18,11.142
2.19,11.199
2.2,11.258
2.21,11.317
2.22,11.377
2.23,11.437
2.24,11.499
2.25,11.561
2.26,11.624
2.27,11.687
2.28,11.752
2.29,11.817
2.3,11.883
2.31,11.95
2.32,12.018
2.33,12.087
2.34,12.156
2.35,12.227
2.36,12.298
2.37,12.371
2.38,12.444
2.39,12.519
2.4,12.594
2.41,12.67
2.42,12.748
2.43,12.826
2.44,12.906
2.45,12.986
2.46,13.068
2.47,13.151
